	sequence	url	index	user	output	method	id	parameter
52	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/credentials', '/']	http://192.168.56.103:8080/j_acegi_security_check	2	admin	dashboard build executor status master idle idle slave offline	get	5	(admin,adminPass)
53	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/credentials', '/']	http://192.168.56.103:8080/view/all/builds	3	admin	build executor status master idle idle slave offline	get	5	
54	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/credentials', '/']	click on /	4	admin	dashboard build executor status master idle idle slave offline	get	5	
55	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/credentials', '/']	http://192.168.56.103:8080/credentials	5	admin	jenkins credential jenkins credential build executor status master idle idle slave offline credential p store domain id name jenkins global ebfffaeeddeb jenkins jenkins account master icon sml store scoped jenkins p store domain jenkins global	get	5	
56	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/credentials', '/']	click on /	6	admin	dashboard build executor status master idle idle slave offline	get	5	
57	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	6	
58	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	click on /	1			get	6	
59	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	http://192.168.56.103:8080/j_acegi_security_check	2	admin	dashboard build executor status master idle idle slave offline	get	6	(admin,adminPass)
60	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	http://192.168.56.103:8080/view/all/builds	3	admin	build executor status master idle idle slave offline	get	6	
61	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	click on /	4	admin	dashboard build executor status master idle idle slave offline	get	6	
62	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	http://192.168.56.103:8080/fingerprintCheck	5	admin	check file fingerprint jenkins build executor status master idle idle slave offline check file fingerprint got jar file dont know version find checking fingerprint database jenkins detail file check check	get	6	
63	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	click on /	6	admin	dashboard build executor status master idle idle slave offline	get	6	
64	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/computer/', '/']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	7	
65	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/computer/', '/']	click on /	1			get	7	
66	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/computer/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2	admin	dashboard build executor status master idle idle slave offline	get	7	(admin,adminPass)
67	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/computer/', '/']	http://192.168.56.103:8080/view/all/builds	3	admin	build executor status master idle idle slave offline	get	7	
68	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/computer/', '/']	click on /	4	admin	dashboard build executor status master idle idle slave offline	get	7	
69	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/computer/', '/']	http://192.168.56.103:8080/computer/	5	admin	node node build executor status master idle idle slave offline name architecture clock difference free disk space free swap space free temp space response time master linux amd sync gb mb gb m slave na na na na timed last ttempts data obtained refresh status	get	7	
70	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/computer/', '/']	click on /	6	admin	dashboard build executor status master idle idle slave offline	get	7	
71	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/newView', '/']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	8	
72	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/newView', '/']	click on /	1			get	8	
73	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/newView', '/']	http://192.168.56.103:8080/j_acegi_security_check	2	admin	dashboard build executor status master idle idle slave offline	get	8	(admin,adminPass)
74	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/newView', '/']	http://192.168.56.103:8080/view/all/builds	3	admin	build executor status master idle idle slave offline	get	8	
75	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/newView', '/']	click on /	4	admin	dashboard build executor status master idle idle slave offline	get	8	
76	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/newView', '/']	http://192.168.56.103:8080/newView	5	admin	new view jenkins build executor status master idle idle slave offline view name list view show item simple list format choose job displayed view view view automatically display job current user access ok	get	8	
77	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/newView', '/']	click on /	6	admin	dashboard build executor status master idle idle slave offline	get	8	
78	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/', '/']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	9	
79	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/', '/']	click on /	1			get	9	
80	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2	admin	dashboard build executor status master idle idle slave offline	get	9	(admin,adminPass)
81	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/', '/']	http://192.168.56.103:8080/view/all/builds	3	admin	build executor status master idle idle slave offline	get	9	
82	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/', '/']	click on /	4	admin	dashboard build executor status master idle idle slave offline	get	9	
83	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/', '/']	http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/	5	admin	listroot listroot back project status change console output edit build information delete build parameter previous build started ago took slave build add description change started user admin	get	9	
84	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/listRoot/lastSuccessfulBuild/', '/']	click on /	6	admin	dashboard build executor status master idle idle slave offline	get	9	
85	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/jobWithFileParam/lastFailedBuild/', '/']	http://192.168.56.103:8080/	0		jenkins skip content log sign jenkins user password create account member yet	get	10	
86	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/jobWithFileParam/lastFailedBuild/', '/']	click on /	1			get	10	
87	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/jobWithFileParam/lastFailedBuild/', '/']	http://192.168.56.103:8080/j_acegi_security_check	2	admin	dashboard build executor status master idle idle slave offline	get	10	(admin,adminPass)
88	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/jobWithFileParam/lastFailedBuild/', '/']	http://192.168.56.103:8080/view/all/builds	3	admin	build executor status master idle idle slave offline	get	10	
89	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/view/all/builds', '/', 'http://192.168.56.103:8080/job/jobWithFileParam/lastFailedBuild/', '/']	click on /	4	admin	dashboard build executor status master idle idle slave offline	get	10	
